CustomerID,Country,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,ChurnRisk
17244,United Kingdom,53,1,954.9,3,2,4,324,Potential Loyalist,Medium
17245,United Kingdom,205,1,171.45,1,2,1,121,Hibernating,High
17247,United Kingdom,15,1,282.19,4,2,2,422,New Customers,Low
17248,United Kingdom,120,1,318.65,2,2,2,222,Hibernating,High
17250,United Kingdom,4,2,384.52,5,3,2,532,Loyal Customers,Low
17251,United Kingdom,363,1,283.28,1,2,2,122,Hibernating,High
17252,United Kingdom,117,2,353.86,2,3,2,232,At Risk,Medium
17253,United Kingdom,18,1,178.26,4,2,1,421,New Customers,Low
17254,United Kingdom,5,2,272.44,5,3,2,532,Loyal Customers,Low
17255,United Kingdom,41,2,298.41,3,3,2,332,Potential Loyalist,Medium
17256,United Kingdom,107,2,240.0,2,3,1,231,At Risk,Medium
17259,United Kingdom,148,2,603.37,2,3,3,233,At Risk,Medium
17262,United Kingdom,52,5,1253.36,3,4,4,344,Potential Loyalist,Medium
17263,United Kingdom,208,1,63.44,1,2,1,121,Hibernating,High
17265,United Kingdom,139,2,562.9,2,3,3,233,At Risk,Medium
17266,United Kingdom,2,3,310.64,5,4,2,542,Loyal Customers,Low
17267,United Kingdom,127,2,317.62,2,3,2,232,At Risk,Medium
17268,United Kingdom,108,4,763.64,2,4,3,243,At Risk,Medium
17272,United Kingdom,42,4,2148.63,3,4,5,345,Potential Loyalist,Medium
17274,United Kingdom,35,1,111.98,3,2,1,321,Potential Loyalist,Medium
17277,United Kingdom,228,2,1065.35,1,3,4,134,Needs Attention,Medium
17278,United Kingdom,241,1,246.04,1,2,1,121,Hibernating,High
17279,United Kingdom,58,1,187.83,3,2,1,321,Potential Loyalist,Medium
17282,United Kingdom,130,3,1703.41,2,4,4,244,At Risk,Medium
17284,United Kingdom,60,6,1652.58,3,5,4,354,Potential Loyalist,Medium
17286,United Kingdom,22,1,153.92,4,2,1,421,New Customers,Low
17287,United Kingdom,26,7,1064.11,4,5,4,454,Champions,Low
17288,United Kingdom,9,7,1419.73,5,5,4,554,Champions,Low
17289,United Kingdom,32,3,944.41,4,4,4,444,Champions,Low
17290,United Kingdom,4,2,525.24,5,3,3,533,Loyal Customers,Low
17291,United Kingdom,308,1,550.8,1,2,3,123,Needs Attention,High
17293,United Kingdom,8,9,1875.11,5,5,4,554,Champions,Low
17295,United Kingdom,29,3,556.95,4,4,3,443,Loyal Customers,Low
17297,United Kingdom,17,1,131.78,4,2,1,421,New Customers,Low
17298,United Kingdom,101,2,498.42,2,3,3,233,At Risk,Medium
17299,United Kingdom,12,4,669.11,5,4,3,543,Loyal Customers,Low
17301,United Kingdom,21,1,197.63,4,2,1,421,New Customers,Low
17302,United Kingdom,15,5,1135.63,4,4,4,444,Champions,Low
17303,United Kingdom,361,1,250.04,1,2,1,121,Hibernating,High
17306,United Kingdom,11,19,8631.31,5,5,5,555,Champions,Low
17309,United Kingdom,95,1,82.75,2,2,1,221,Hibernating,High
17311,United Kingdom,78,2,1384.85,2,3,4,234,At Risk,Medium
17312,United Kingdom,139,3,644.3,2,4,3,243,At Risk,Medium
17313,United Kingdom,31,1,2328.84,4,2,5,425,New Customers,Low
17314,United Kingdom,25,8,2527.92,4,5,5,455,Champions,Low
17315,United Kingdom,2,38,6292.26,5,5,5,555,Champions,Low
17317,United Kingdom,46,3,2600.34,3,4,5,345,Potential Loyalist,Medium
17320,United Kingdom,100,3,1200.62,2,4,4,244,At Risk,Medium
17321,United Kingdom,8,2,700.86,5,3,3,533,Loyal Customers,Low
17323,United Kingdom,15,7,921.07,4,5,3,453,Loyal Customers,Low
17324,United Kingdom,18,4,990.23,4,4,4,444,Champions,Low
17325,United Kingdom,280,1,96.8,1,2,1,121,Hibernating,High
17329,United Kingdom,14,2,523.11,4,3,3,433,Loyal Customers,Low
17330,United Kingdom,23,2,363.9,4,3,2,432,Loyal Customers,Low
17331,United Kingdom,124,1,175.2,2,2,1,221,Hibernating,High
17333,United Kingdom,86,1,494.25,2,2,3,223,Needs Attention,High
17334,United Kingdom,302,2,307.02,1,3,2,132,Needs Attention,Medium
17337,United Kingdom,151,4,2027.87,2,4,4,244,At Risk,Medium
17338,United Kingdom,17,8,6643.93,4,5,5,455,Champions,Low
17339,United Kingdom,94,2,243.36,2,3,1,231,At Risk,Medium
17340,United Kingdom,30,11,12353.29,4,5,5,455,Champions,Low
17341,United Kingdom,157,3,781.36,2,4,3,243,At Risk,Medium
17343,United Kingdom,355,1,193.64,1,2,1,121,Hibernating,High
17344,United Kingdom,46,1,160.57,3,2,1,321,Potential Loyalist,Medium
17345,United Kingdom,15,4,537.74,4,4,3,443,Loyal Customers,Low
17346,United Kingdom,4,15,2676.56,5,5,5,555,Champions,Low
17347,United Kingdom,86,1,228.96,2,2,1,221,Hibernating,High
17348,United Kingdom,15,5,1159.52,4,4,4,444,Champions,Low
17349,United Kingdom,179,1,110.75,2,2,1,221,Hibernating,High
17350,United Kingdom,8,4,1286.07,5,4,4,544,Champions,Low
17351,United Kingdom,36,3,587.15,3,4,3,343,Potential Loyalist,Medium
17353,United Kingdom,129,2,1740.0,2,3,4,234,At Risk,Medium
17354,United Kingdom,51,1,1393.06,3,2,4,324,Potential Loyalist,Medium
17356,United Kingdom,312,1,178.22,1,2,1,121,Hibernating,High
17357,United Kingdom,24,2,388.14,4,3,2,432,Loyal Customers,Low
17358,United Kingdom,303,2,365.85,1,3,2,132,Needs Attention,Medium
17359,United Kingdom,11,1,127.86,5,2,1,521,New Customers,Low
17360,United Kingdom,17,3,585.79,4,4,3,443,Loyal Customers,Low
17361,United Kingdom,49,3,488.2,3,4,2,342,Potential Loyalist,Medium
17362,United Kingdom,239,2,312.23,1,3,2,132,Needs Attention,Medium
17364,United Kingdom,1,11,4481.18,5,5,5,555,Champions,Low
17365,United Kingdom,13,8,4801.56,5,5,5,555,Champions,Low
17367,United Kingdom,238,1,168.4,1,2,1,121,Hibernating,High
17368,United Kingdom,23,8,1912.67,4,5,4,454,Champions,Low
17370,United Kingdom,73,4,446.18,2,4,2,242,At Risk,Medium
17371,United Kingdom,17,3,423.89,4,4,2,442,Loyal Customers,Low
17372,United Kingdom,41,8,1342.68,3,5,4,354,Potential Loyalist,Medium
17373,United Kingdom,40,4,646.92,3,4,3,343,Potential Loyalist,Medium
17374,United Kingdom,219,2,495.77,1,3,3,133,Needs Attention,Medium
17375,United Kingdom,199,3,400.1,1,4,2,142,Needs Attention,Medium
17376,United Kingdom,71,2,203.2,3,3,1,331,Potential Loyalist,Medium
17377,United Kingdom,24,20,4100.92,4,5,5,455,Champions,Low
17379,United Kingdom,11,1,404.66,5,2,2,522,New Customers,Low
17381,United Kingdom,9,29,20275.61,5,5,5,555,Champions,Low
17382,United Kingdom,65,1,65.4,3,2,1,321,Potential Loyalist,Medium
17383,United Kingdom,4,1,199.29,5,2,1,521,New Customers,Low
17384,United Kingdom,19,2,336.4,4,3,2,432,Loyal Customers,Low
17385,United Kingdom,15,1,261.11,4,2,2,422,New Customers,Low
17386,United Kingdom,8,6,2686.42,5,5,5,555,Champions,Low
17387,United Kingdom,20,2,784.11,4,3,3,433,Loyal Customers,Low
17388,United Kingdom,78,4,1259.56,2,4,4,244,At Risk,Medium
17389,United Kingdom,1,34,31833.68,5,5,5,555,Champions,Low
17391,United Kingdom,164,2,508.8,2,3,3,233,At Risk,Medium
17392,United Kingdom,307,2,457.91,1,3,2,132,Needs Attention,Medium
17394,United Kingdom,219,1,203.87,1,2,1,121,Hibernating,High
17396,United Kingdom,39,8,7330.8,3,5,5,355,Potential Loyalist,Medium
17397,United Kingdom,22,2,696.41,4,3,3,433,Loyal Customers,Low
17398,United Kingdom,115,3,653.38,2,4,3,243,At Risk,Medium
17400,United Kingdom,126,5,2129.96,2,4,5,245,At Risk,Medium
17402,United Kingdom,5,13,2633.85,5,5,5,555,Champions,Low
17403,United Kingdom,36,1,281.62,3,2,2,322,Potential Loyalist,Medium
17404,Sweden,4,15,31906.82,5,5,5,555,Champions,Low
17405,United Kingdom,1,3,1031.41,5,4,4,544,Champions,Low
17406,United Kingdom,333,3,2200.42,1,4,5,145,Cannot Lose Them,Medium
17408,United Kingdom,163,1,32.65,2,2,1,221,Hibernating,High
17409,United Kingdom,185,2,771.85,1,3,3,133,Needs Attention,Medium
17410,United Kingdom,16,5,1214.72,4,4,4,444,Champions,Low
17411,United Kingdom,12,3,778.94,5,4,3,543,Loyal Customers,Low
17412,United Kingdom,3,7,1258.06,5,5,4,554,Champions,Low
17414,United Kingdom,44,2,778.0,3,3,3,333,Potential Loyalist,Medium
17415,United Kingdom,80,1,507.84,2,2,3,223,Needs Attention,High
17416,United Kingdom,30,7,6893.42,4,5,5,455,Champions,Low
17418,United Kingdom,42,2,463.46,3,3,2,332,Potential Loyalist,Medium
17419,United Kingdom,11,12,4226.57,5,5,5,555,Champions,Low
17420,United Kingdom,50,3,598.83,3,4,3,343,Potential Loyalist,Medium
17422,United Kingdom,16,6,1979.37,4,5,4,454,Champions,Low
17423,United Kingdom,46,2,698.41,3,3,3,333,Potential Loyalist,Medium
17425,United Kingdom,19,2,759.17,4,3,3,433,Loyal Customers,Low
17426,United Kingdom,8,6,5037.26,5,5,5,555,Champions,Low
17427,United Kingdom,72,1,100.8,3,2,1,321,Potential Loyalist,Medium
17428,United Kingdom,1,28,17256.85,5,5,5,555,Champions,Low
17429,United Kingdom,128,3,524.92,2,4,3,243,At Risk,Medium
17430,United Kingdom,33,2,265.76,4,3,2,432,Loyal Customers,Low
17431,United Kingdom,313,1,403.3,1,2,2,122,Hibernating,High
17432,United Kingdom,18,2,365.76,4,3,2,432,Loyal Customers,Low
17433,United Kingdom,88,1,303.16,2,2,2,222,Hibernating,High
17434,United Kingdom,2,7,2373.82,5,5,5,555,Champions,Low
17436,United Kingdom,2,2,216.3,5,3,1,531,Loyal Customers,Low
17438,United Kingdom,254,1,388.45,1,2,2,122,Hibernating,High
17440,United Kingdom,157,3,186.42,2,4,1,241,At Risk,Medium
17442,United Kingdom,37,6,2248.56,3,5,5,355,Potential Loyalist,Medium
17443,Canada,220,1,534.24,1,2,3,123,Needs Attention,High
17444,Canada,148,3,2940.04,2,4,5,245,At Risk,Medium
17446,United Kingdom,177,2,120.9,2,3,1,231,At Risk,Medium
17447,United Kingdom,40,2,541.53,3,3,3,333,Potential Loyalist,Medium
17449,United Kingdom,2,7,2520.86,5,5,5,555,Champions,Low
17450,United Kingdom,8,46,194550.79,5,5,5,555,Champions,Low
17451,United Kingdom,1,7,1721.4,5,5,4,554,Champions,Low
17453,United Kingdom,18,2,486.72,4,3,2,432,Loyal Customers,Low
17454,United Kingdom,192,4,517.53,1,4,3,143,Needs Attention,Medium
17455,United Kingdom,204,1,131.7,1,2,1,121,Hibernating,High
17456,United Kingdom,365,1,249.86,1,2,1,121,Hibernating,High
17457,United Kingdom,127,5,1737.7,2,4,4,244,At Risk,Medium
17458,United Kingdom,15,1,316.5,4,2,2,422,New Customers,Low
17459,United Kingdom,43,2,657.3,3,3,3,333,Potential Loyalist,Medium
17460,United Kingdom,94,6,622.43,2,5,3,253,At Risk,Medium
17461,United Kingdom,23,3,757.46,4,4,3,443,Loyal Customers,Low
17462,United Kingdom,60,2,675.69,3,3,3,333,Potential Loyalist,Medium
17463,United Kingdom,16,5,1896.41,4,4,4,444,Champions,Low
17464,United Kingdom,158,1,289.96,2,2,2,222,Hibernating,High
17466,United Kingdom,10,2,763.28,5,3,3,533,Loyal Customers,Low
17468,United Kingdom,10,2,137.0,5,3,1,531,Loyal Customers,Low
17469,United Kingdom,16,5,1870.97,4,4,4,444,Champions,Low
17470,United Kingdom,45,5,1125.07,3,4,4,344,Potential Loyalist,Medium
17472,United Kingdom,191,3,710.29,1,4,3,143,Needs Attention,Medium
17475,United Kingdom,79,1,194.37,2,2,1,221,Hibernating,High
17480,United Kingdom,78,1,511.82,2,2,3,223,Needs Attention,High
17481,United Kingdom,4,4,1255.59,5,4,4,544,Champions,Low
17483,United Kingdom,65,3,414.04,3,4,2,342,Potential Loyalist,Medium
17486,United Kingdom,261,1,396.87,1,2,2,122,Hibernating,High
17489,United Kingdom,59,2,376.64,3,3,2,332,Potential Loyalist,Medium
17490,United Kingdom,1,7,2092.32,5,5,5,555,Champions,Low
17491,United Kingdom,1,10,3558.87,5,5,5,555,Champions,Low
17492,United Kingdom,248,1,374.57,1,2,2,122,Hibernating,High
17495,United Kingdom,8,2,497.56,5,3,3,533,Loyal Customers,Low
17496,United Kingdom,359,1,271.05,1,2,2,122,Hibernating,High
17498,United Kingdom,76,1,272.22,2,2,2,222,Hibernating,High
17499,United Kingdom,290,1,622.88,1,2,3,123,Needs Attention,High
17500,United Kingdom,17,3,1138.0,4,4,4,444,Champions,Low
17501,United Kingdom,221,2,288.6,1,3,2,132,Needs Attention,Medium
17502,United Kingdom,9,4,689.1,5,4,3,543,Loyal Customers,Low
17503,United Kingdom,3,2,558.96,5,3,3,533,Loyal Customers,Low
17504,United Kingdom,206,9,2997.03,1,5,5,155,Cannot Lose Them,Medium
17505,United Kingdom,162,2,1145.84,2,3,4,234,At Risk,Medium
17506,United Kingdom,76,1,302.2,2,2,2,222,Hibernating,High
17507,United Kingdom,262,2,605.58,1,3,3,133,Needs Attention,Medium
17508,Greece,281,1,387.31,1,2,2,122,Hibernating,High
17509,United Kingdom,58,8,6115.14,3,5,5,355,Potential Loyalist,Medium
17510,United Kingdom,25,1,308.48,4,2,2,422,New Customers,Low
17511,United Kingdom,3,31,91062.38,5,5,5,555,Champions,Low
17512,United Kingdom,29,10,2924.99,4,5,5,455,Champions,Low
17513,United Kingdom,72,1,513.2,3,2,3,323,Potential Loyalist,Medium
17514,United Kingdom,128,1,208.65,2,2,1,221,Hibernating,High
17515,United Kingdom,31,4,639.02,4,4,3,443,Loyal Customers,Low
17516,United Kingdom,15,5,768.08,4,4,3,443,Loyal Customers,Low
17517,United Kingdom,309,1,153.94,1,2,1,121,Hibernating,High
17519,United Kingdom,17,6,1844.02,4,5,4,454,Champions,Low
17520,United Kingdom,54,1,546.81,3,2,3,323,Potential Loyalist,Medium
17521,United Kingdom,30,3,723.21,4,4,3,443,Loyal Customers,Low
17522,United Kingdom,2,5,1070.71,5,4,4,544,Champions,Low
17523,United Kingdom,11,4,652.74,5,4,3,543,Loyal Customers,Low
17524,United Kingdom,361,1,145.0,1,2,1,121,Hibernating,High
17525,United Kingdom,360,1,422.7,1,2,2,122,Hibernating,High
17526,United Kingdom,5,4,1195.9,5,4,4,544,Champions,Low
17527,United Kingdom,54,4,939.37,3,4,3,343,Potential Loyalist,Medium
17528,United Kingdom,1,8,3628.5,5,5,5,555,Champions,Low
17530,United Kingdom,1,10,2385.0,5,5,5,555,Champions,Low
17531,United Kingdom,190,1,296.7,1,2,2,122,Hibernating,High
17534,United Kingdom,54,1,223.36,3,2,1,321,Potential Loyalist,Medium
17535,United Kingdom,280,1,164.4,1,2,1,121,Hibernating,High
17536,United Kingdom,177,1,76.5,2,2,1,221,Hibernating,High
17537,United Kingdom,30,2,897.62,4,3,3,433,Loyal Customers,Low
17538,United Kingdom,26,1,98.42,4,2,1,421,New Customers,Low
17540,United Kingdom,25,2,578.9,4,3,3,433,Loyal Customers,Low
17542,United Kingdom,270,1,170.75,1,2,1,121,Hibernating,High
17545,United Kingdom,43,3,645.96,3,4,3,343,Potential Loyalist,Medium
17548,United Kingdom,234,1,103.3,1,2,1,121,Hibernating,High
17549,United Kingdom,24,2,148.86,4,3,1,431,Loyal Customers,Low
17550,United Kingdom,197,3,267.16,1,4,2,142,Needs Attention,Medium
17551,United Kingdom,359,1,306.84,1,2,2,122,Hibernating,High
17552,United Kingdom,60,4,930.41,3,4,3,343,Potential Loyalist,Medium
17553,United Kingdom,130,1,1487.6,2,2,4,224,Needs Attention,High
17554,United Kingdom,1,5,1952.45,5,4,4,544,Champions,Low
17555,United Kingdom,20,2,483.26,4,3,2,432,Loyal Customers,Low
17556,United Kingdom,206,1,157.9,1,2,1,121,Hibernating,High
17557,United Kingdom,14,3,541.46,4,4,3,443,Loyal Customers,Low
17560,United Kingdom,95,4,854.95,2,4,3,243,At Risk,Medium
17561,United Kingdom,19,1,167.62,4,2,1,421,New Customers,Low
17562,United Kingdom,14,7,1122.38,4,5,4,454,Champions,Low
17564,United Kingdom,24,3,454.01,4,4,2,442,Loyal Customers,Low
17566,United Kingdom,8,2,901.21,5,3,3,533,Loyal Customers,Low
17567,United Kingdom,7,8,4331.48,5,5,5,555,Champions,Low
17569,United Kingdom,332,1,344.14,1,2,2,122,Hibernating,High
17571,United Kingdom,50,4,1498.51,3,4,4,344,Potential Loyalist,Medium
17572,United Kingdom,71,4,226.75,3,4,1,341,Potential Loyalist,Medium
17573,United Kingdom,29,3,380.6,4,4,2,442,Loyal Customers,Low
17574,United Kingdom,243,1,185.65,1,2,1,121,Hibernating,High
17576,United Kingdom,8,19,3622.68,5,5,5,555,Champions,Low
17578,United Kingdom,218,1,143.46,1,2,1,121,Hibernating,High
17579,United Kingdom,5,3,448.9,5,4,2,542,Loyal Customers,Low
17580,United Kingdom,253,3,215.72,1,4,1,141,Needs Attention,Medium
17581,United Kingdom,1,25,11045.04,5,5,5,555,Champions,Low
17582,United Kingdom,236,1,175.27,1,2,1,121,Hibernating,High
17584,United Kingdom,7,2,1242.3,5,3,4,534,Loyal Customers,Low
17585,United Kingdom,109,4,1133.07,2,4,4,244,At Risk,Medium
17588,United Kingdom,100,3,1240.2,2,4,4,244,At Risk,Medium
17589,United Kingdom,60,4,2404.17,3,4,5,345,Potential Loyalist,Medium
17590,United Kingdom,2,3,1479.22,5,4,4,544,Champions,Low
17591,United Kingdom,73,7,2225.97,2,5,5,255,At Risk,Medium
17593,United Kingdom,4,5,3927.34,5,4,5,545,Champions,Low
17594,United Kingdom,85,2,993.18,2,3,4,234,At Risk,Medium
17595,United Kingdom,12,2,388.79,5,3,2,532,Loyal Customers,Low
17596,United Kingdom,23,7,2827.93,4,5,5,455,Champions,Low
17597,United Kingdom,214,1,2044.37,1,2,4,124,Needs Attention,High
17600,United Kingdom,18,1,161.67,4,2,1,421,New Customers,Low
17601,United Kingdom,239,1,116.01,1,2,1,121,Hibernating,High
17602,United Kingdom,2,6,5102.97,5,5,5,555,Champions,Low
17603,United Kingdom,78,1,394.72,2,2,2,222,Hibernating,High
17604,United Kingdom,217,2,309.36,1,3,2,132,Needs Attention,Medium
17608,United Kingdom,33,2,193.42,4,3,1,431,Loyal Customers,Low
17609,United Kingdom,41,5,1112.22,3,4,4,344,Potential Loyalist,Medium
17611,United Kingdom,7,15,3984.22,5,5,5,555,Champions,Low
17612,United Kingdom,53,6,2048.45,3,5,4,354,Potential Loyalist,Medium
17613,United Kingdom,23,14,4559.15,4,5,5,455,Champions,Low
17614,United Kingdom,57,1,390.07,3,2,2,322,Potential Loyalist,Medium
17615,United Kingdom,130,3,329.6,2,4,2,242,At Risk,Medium
17616,United Kingdom,174,3,571.2,2,4,3,243,At Risk,Medium
17618,United Kingdom,6,3,971.58,5,4,4,544,Champions,Low
17619,United Kingdom,312,1,218.52,1,2,1,121,Hibernating,High
17620,United Kingdom,60,1,81.44,3,2,1,321,Potential Loyalist,Medium
17621,United Kingdom,21,3,1379.9,4,4,4,444,Champions,Low
17623,United Kingdom,33,1,527.05,4,2,3,423,New Customers,Low
17624,United Kingdom,15,2,843.48,4,3,3,433,Loyal Customers,Low
17625,United Kingdom,18,4,2047.0,4,4,4,444,Champions,Low
17628,United Kingdom,81,1,75.75,2,2,1,221,Hibernating,High
17629,United Kingdom,6,8,1814.12,5,5,4,554,Champions,Low
17630,United Kingdom,170,2,503.6,2,3,3,233,At Risk,Medium
17631,United Kingdom,2,3,528.33,5,4,3,543,Loyal Customers,Low
17633,United Kingdom,31,4,1324.84,4,4,4,444,Champions,Low
17634,United Kingdom,36,9,2361.97,3,5,5,355,Potential Loyalist,Medium
17636,United Kingdom,19,1,285.56,4,2,2,422,New Customers,Low
17637,United Kingdom,31,2,547.06,4,3,3,433,Loyal Customers,Low
17639,United Kingdom,276,1,108.5,1,2,1,121,Hibernating,High
17640,United Kingdom,87,1,621.66,2,2,3,223,Needs Attention,High
17642,United Kingdom,120,2,712.29,2,3,3,233,At Risk,Medium
17643,United Kingdom,373,1,101.55,1,2,1,121,Hibernating,High
17644,United Kingdom,1,11,2895.64,5,5,5,555,Champions,Low
17646,United Kingdom,219,3,1008.39,1,4,4,144,Cannot Lose Them,Medium
17647,United Kingdom,65,1,133.06,3,2,1,321,Potential Loyalist,Medium
17648,United Kingdom,61,4,1797.5,3,4,4,344,Potential Loyalist,Medium
17649,United Kingdom,138,1,868.49,2,2,3,223,Needs Attention,High
17650,United Kingdom,21,1,166.08,4,2,1,421,New Customers,Low
17651,United Kingdom,12,10,3945.0,5,5,5,555,Champions,Low
17652,United Kingdom,25,12,4867.72,4,5,5,455,Champions,Low
17653,United Kingdom,37,4,1207.56,3,4,4,344,Potential Loyalist,Medium
17654,United Kingdom,277,1,117.55,1,2,1,121,Hibernating,High
17655,United Kingdom,11,7,2638.94,5,5,5,555,Champions,Low
17656,United Kingdom,73,5,1674.69,2,4,4,244,At Risk,Medium
17658,United Kingdom,26,2,595.42,4,3,3,433,Loyal Customers,Low
17659,United Kingdom,17,12,2999.46,4,5,5,455,Champions,Low
17660,United Kingdom,141,1,196.0,2,2,1,221,Hibernating,High
17663,United Kingdom,26,7,1802.91,4,5,4,454,Champions,Low
17664,United Kingdom,19,2,604.64,4,3,3,433,Loyal Customers,Low
17666,United Kingdom,4,2,728.16,5,3,3,533,Loyal Customers,Low
17667,United Kingdom,66,5,2055.51,3,4,4,344,Potential Loyalist,Medium
17668,United Kingdom,1,2,347.75,5,3,2,532,Loyal Customers,Low
17669,United Kingdom,43,7,3406.72,3,5,5,355,Potential Loyalist,Medium
17670,United Kingdom,228,1,205.7,1,2,1,121,Hibernating,High
17671,United Kingdom,16,4,1572.71,4,4,4,444,Champions,Low
17672,United Kingdom,50,2,3178.17,3,3,5,335,Potential Loyalist,Medium
17673,United Kingdom,2,6,1629.12,5,5,4,554,Champions,Low
17674,United Kingdom,74,2,551.04,2,3,3,233,At Risk,Medium
17675,United Kingdom,1,31,20374.28,5,5,5,555,Champions,Low
17676,United Kingdom,4,6,1387.68,5,5,4,554,Champions,Low
17677,United Kingdom,2,30,16363.23,5,5,5,555,Champions,Low
17678,United Kingdom,264,1,298.11,1,2,2,122,Hibernating,High
17679,United Kingdom,53,2,1992.11,3,3,4,334,Potential Loyalist,Medium
17680,United Kingdom,24,1,184.4,4,2,1,421,New Customers,Low
17682,United Kingdom,10,6,2474.33,5,5,5,555,Champions,Low
17684,United Kingdom,44,1,239.41,3,2,1,321,Potential Loyalist,Medium
17685,United Kingdom,17,7,3191.53,4,5,5,455,Champions,Low
17686,United Kingdom,7,7,5739.46,5,5,5,555,Champions,Low
17690,United Kingdom,30,15,4757.95,4,5,5,455,Champions,Low
17691,United Kingdom,358,2,290.4,1,3,2,132,Needs Attention,Medium
17692,United Kingdom,127,4,740.94,2,4,3,243,At Risk,Medium
17693,United Kingdom,137,1,200.47,2,2,1,221,Hibernating,High
17694,United Kingdom,142,1,283.12,2,2,2,222,Hibernating,High
17695,United Kingdom,132,2,765.34,2,3,3,233,At Risk,Medium
17696,United Kingdom,38,8,2285.71,3,5,5,355,Potential Loyalist,Medium
17697,United Kingdom,236,1,338.95,1,2,2,122,Hibernating,High
17698,United Kingdom,261,1,154.95,1,2,1,121,Hibernating,High
17700,United Kingdom,17,4,2534.64,4,4,5,445,Champions,Low
17701,United Kingdom,253,1,417.95,1,2,2,122,Hibernating,High
17702,United Kingdom,30,4,1824.37,4,4,4,444,Champions,Low
17703,United Kingdom,35,3,798.74,3,4,3,343,Potential Loyalist,Medium
17704,United Kingdom,169,2,885.19,2,3,3,233,At Risk,Medium
17705,United Kingdom,3,9,1823.52,5,5,4,554,Champions,Low
17706,United Kingdom,4,17,10504.49,5,5,5,555,Champions,Low
17707,United Kingdom,185,2,152.4,1,3,1,131,Needs Attention,Medium
17708,United Kingdom,188,2,267.08,1,3,2,132,Needs Attention,Medium
17709,United Kingdom,170,1,137.45,2,2,1,221,Hibernating,High
17711,United Kingdom,11,2,385.1,5,3,2,532,Loyal Customers,Low
17712,United Kingdom,45,1,522.91,3,2,3,323,Potential Loyalist,Medium
17714,United Kingdom,321,1,153.0,1,2,1,121,Hibernating,High
17715,United Kingdom,201,1,326.4,1,2,2,122,Hibernating,High
17716,United Kingdom,23,11,5655.99,4,5,5,455,Champions,Low
17718,United Kingdom,232,1,139.35,1,2,1,121,Hibernating,High
17719,United Kingdom,38,15,5396.04,3,5,5,355,Potential Loyalist,Medium
17720,United Kingdom,26,4,1195.94,4,4,4,444,Champions,Low
17722,United Kingdom,96,4,2424.04,2,4,5,245,At Risk,Medium
17723,United Kingdom,127,6,3276.4,2,5,5,255,At Risk,Medium
17724,United Kingdom,71,3,1033.0,3,4,4,344,Potential Loyalist,Medium
17725,United Kingdom,16,11,3439.08,4,5,5,455,Champions,Low
17727,United Kingdom,15,1,1060.25,4,2,4,424,New Customers,Low
17728,United Kingdom,4,3,2876.01,5,4,5,545,Champions,Low
17730,United Kingdom,3,13,5298.48,5,5,5,555,Champions,Low
17731,United Kingdom,79,4,1240.11,2,4,4,244,At Risk,Medium
17732,United Kingdom,373,1,303.97,1,2,2,122,Hibernating,High
17733,United Kingdom,39,2,692.19,3,3,3,333,Potential Loyalist,Medium
17734,United Kingdom,54,3,700.63,3,4,3,343,Potential Loyalist,Medium
17735,United Kingdom,2,19,13110.02,5,5,5,555,Champions,Low
17736,United Kingdom,9,3,377.44,5,4,2,542,Loyal Customers,Low
17737,United Kingdom,9,2,168.24,5,3,1,531,Loyal Customers,Low
17738,United Kingdom,19,4,1879.05,4,4,4,444,Champions,Low
17739,United Kingdom,12,7,2791.35,5,5,5,555,Champions,Low
17742,United Kingdom,113,2,355.11,2,3,2,232,At Risk,Medium
17744,United Kingdom,4,6,2322.4,5,5,5,555,Champions,Low
17746,United Kingdom,240,1,110.25,1,2,1,121,Hibernating,High
17747,United Kingdom,113,1,71.4,2,2,1,221,Hibernating,High
17749,United Kingdom,178,2,674.52,2,3,3,233,At Risk,Medium
17750,United Kingdom,5,9,1797.57,5,5,4,554,Champions,Low
17752,United Kingdom,359,1,80.64,1,2,1,121,Hibernating,High
17754,United Kingdom,1,5,1772.26,5,4,4,544,Champions,Low
17757,United Kingdom,1,30,5605.29,5,5,5,555,Champions,Low
17758,United Kingdom,19,8,3456.7,4,5,5,455,Champions,Low
17759,United Kingdom,17,3,834.99,4,4,3,443,Loyal Customers,Low
17760,United Kingdom,22,2,287.59,4,3,2,432,Loyal Customers,Low
17761,United Kingdom,33,1,712.78,4,2,3,423,New Customers,Low
17763,United Kingdom,263,1,15.0,1,2,1,121,Hibernating,High
17764,United Kingdom,51,2,818.82,3,3,3,333,Potential Loyalist,Medium
17765,United Kingdom,159,3,371.88,2,4,2,242,At Risk,Medium
17767,United Kingdom,15,1,271.2,4,2,2,422,New Customers,Low
17768,United Kingdom,8,3,2273.18,5,4,5,545,Champions,Low
17769,United Kingdom,13,10,3997.98,5,5,5,555,Champions,Low
17770,United Kingdom,199,5,1143.27,1,4,4,144,Cannot Lose Them,Medium
17771,United Kingdom,57,2,245.81,3,3,1,331,Potential Loyalist,Medium
17772,United Kingdom,11,2,182.77,5,3,1,531,Loyal Customers,Low
17774,United Kingdom,97,4,1225.41,2,4,4,244,At Risk,Medium
17775,United Kingdom,255,1,56.4,1,2,1,121,Hibernating,High
17777,United Kingdom,25,3,665.86,4,4,3,443,Loyal Customers,Low
